age,experience_years,education,job_title,income,region,employment_status,enumerator_id,question_id
53,25,Master,Financial Analyst,35585,Riyadh,Full-time,E007,Q9
33,11,PhD,Professor,51861,Riyadh,Part-time,E008,Q2
47,21,Bachelor,Teacher,8275,Riyadh,Part-time,E007,Q6
37,17,High School,Waiter,3541,Dammam,Part-time,E012,Q5
42,24,High School,Research Director,76417,Jeddah,Self-employed,E006,Q8
45,17,High School,Driver,7788,Riyadh,Full-time,E013,Q2
37,11,Bachelor,Teacher,15714,Dammam,Full-time,E007,Q2
26,5,Master,Consultant,31974,Riyadh,Full-time,E002,Q9
45,14,High School,Cashier,3693,Dammam,Full-time,E011,Q10
34,14,High School,Research Director,52276,Dammam,Full-time,E010,Q4
20,2,Diploma,Administrative Assistant,9430,Riyadh,Full-time,E009,Q8
46,7,PhD,Professor,62665,Dammam,Full-time,E004,Q8
18,16,PhD,Senior Researcher,61627,Dammam,Self-employed,E002,Q10
30,5,Master,Senior Engineer,27288,Dammam,Part-time,E001,Q1
30,5,Diploma,Nurse,8794,Jeddah,Full-time,E001,Q10
42,14,High School,Janitor,3670,Dammam,Self-employed,E004,Q4
27,6,High School,Driver,3182,Dammam,Full-time,E008,Q2
44,20,Master,Consultant,27934,Dammam,Full-time,E014,Q9
43,19,PhD,Senior Researcher,84405,Dammam,Unemployed,E003,Q7
29,10,High School,Clerk,4281,Jeddah,Part-time,E001,Q1
19,19,PhD,Senior Researcher,64589,Jeddah,Student,E012,Q10
44,11,High School,Clerk,4495,Jeddah,Full-time,E010,Q10
39,20,Diploma,Receptionist,5980,Dammam,Full-time,E003,Q3
17,14,PhD,Professor,30792,Riyadh,Full-time,E010,Q9
41,9,PhD,Waiter,6139,Riyadh,Full-time,E012,Q3
35,13,Diploma,Nurse,31035,Riyadh,Unemployed,E004,Q2
36,18,Diploma,Administrative Assistant,6011,Riyadh,Full-time,E001,Q4
52,1,PhD,Janitor,6093,Riyadh,Full-time,E011,Q8
57,77,PhD,Professor,68074,Jeddah,Self-employed,E013,Q8
30,5,Diploma,Lab Technician,5752,Dammam,Part-time,E001,Q6
46,11,Diploma,Lab Technician,11378,Riyadh,Part-time,E015,Q8
55,32,PhD,Senior Researcher,64361,Dammam,Full-time,E012,Q6
35,16,Diploma,Administrative Assistant,9608,Riyadh,Self-employed,E007,Q9
49,54,Diploma,Receptionist,9315,Riyadh,Full-time,E004,Q3
45,22,Diploma,Lab Technician,9515,Riyadh,Part-time,E006,Q1
38,18,Diploma,Technician,8903,Dammam,Part-time,E008,Q9
48,17,High School,Security Guard,4746,Jeddah,Part-time,E007,Q3
34,6,High School,Waiter,0,Jeddah,Full-time,E014,Q6
58,38,PhD,Senior Researcher,52356,Jeddah,Full-time,E015,Q8
30,5,Master,Project Manager,37924,Jeddah,Self-employed,E001,Q7
29,3,High School,Scientist,63613,Jeddah,Self-employed,E010,Q10
38,8,High School,Worker,6097,Jeddah,Full-time,E003,Q4
31,12,Bachelor,Designer,19275,Riyadh,Self-employed,E013,Q5
19,18,Master,Consultant,23717,Riyadh,Student,E005,Q5
20,4,PhD,Professor,62302,Riyadh,Full-time,E013,Q6
29,4,PhD,Research Director,57188,Jeddah,Full-time,E010,Q10
30,5,PhD,Professor,47464,Riyadh,Self-employed,E001,Q10
22,2,Bachelor,Marketing Specialist,15354,Riyadh,Full-time,E007,Q3
24,4,PhD,Professor,63060,Riyadh,Full-time,E006,Q9
48,25,High School,Scientist,59448,Riyadh,Part-time,E013,Q6
53,69,Master,Consultant,34417,Jeddah,Full-time,E010,Q8
47,11,Bachelor,Analyst,14033,Riyadh,Self-employed,E011,Q6
36,0,Diploma,Research Director,57979,Riyadh,Self-employed,E005,Q6
33,15,Diploma,Nurse,10283,Dammam,Full-time,E003,Q2
15,14,Master,Data Scientist,23184,Riyadh,Full-time,E003,Q10
24,4,PhD,Waiter,5922,Dammam,Full-time,E006,Q8
47,25,Bachelor,Teacher,15811,Dammam,Full-time,E013,Q6
22,2,Bachelor,Designer,20001,Riyadh,Self-employed,E002,Q3
54,10,Master,Data Scientist,33700,Jeddah,Full-time,E012,Q2
93,21,Master,Researcher,21898,Jeddah,Part-time,E001,Q7
18,0,High School,Scientist,70819,Jeddah,Part-time,E006,Q2
30,5,Bachelor,Accountant,15186,Dammam,Part-time,E001,Q3
54,22,Master,Project Manager,0,Riyadh,Full-time,E013,Q10
44,5,High School,Cashier,5649,Riyadh,Full-time,E010,Q7
33,12,High School,Janitor,3785,Dammam,Full-time,E008,Q6
31,4,High School,Scientist,78772,Dammam,Part-time,E007,Q3
31,13,Master,Consultant,19583,Dammam,Self-employed,E011,Q1
26,3,Diploma,Nurse,9960,Jeddah,Part-time,E012,Q6
48,9,High School,Waiter,6378,Jeddah,Self-employed,E008,Q2
92,20,PhD,Senior Researcher,51334,Dammam,Full-time,E005,Q8
40,14,PhD,Senior Researcher,69050,Riyadh,Full-time,E009,Q6
30,1,Bachelor,Accountant,10796,Jeddah,Full-time,E012,Q7
53,27,Master,Consultant,17853,Riyadh,Self-employed,E015,Q5
33,12,Bachelor,Accountant,21559,Riyadh,Full-time,E006,Q4
46,27,Diploma,Lab Technician,11261,Jeddah,Full-time,E007,Q4
28,4,Diploma,Receptionist,11817,Riyadh,Full-time,E008,Q4
77,13,Bachelor,Marketing Specialist,17608,Riyadh,Full-time,E001,Q6
17,12,Master,Project Manager,20114,Jeddah,Full-time,E008,Q5
33,6,High School,Waiter,5204,Riyadh,Full-time,E003,Q1
27,4,Master,Project Manager,22933,Jeddah,Full-time,E011,Q2
37,11,High School,Janitor,5964,Riyadh,Self-employed,E011,Q10
41,2,High School,Driver,3131,Dammam,Full-time,E009,Q4
46,2,Bachelor,Marketing Specialist,24408,Dammam,Full-time,E007,Q1
18,18,PhD,Research Director,46428,Riyadh,Student,E007,Q3
27,9,Master,Researcher,32883,Dammam,Full-time,E013,Q7
34,11,PhD,Security Guard,3503,Jeddah,Self-employed,E015,Q3
47,9,Bachelor,Marketing Specialist,20121,Dammam,Part-time,E013,Q10
47,26,PhD,Professor,89087,Dammam,Unemployed,E003,Q4
32,8,Diploma,Receptionist,6470,Riyadh,Full-time,E004,Q2
37,2,Master,Project Manager,18911,Dammam,Part-time,E014,Q5
58,9,PhD,Scientist,41162,Jeddah,Full-time,E011,Q9
31,10,High School,Driver,5573,Dammam,Full-time,E003,Q2
49,31,Master,Project Manager,15394,Dammam,Self-employed,E012,Q1
32,12,Master,Senior Engineer,32307,Riyadh,Full-time,E014,Q10
16,18,Bachelor,Teacher,18850,Dammam,Part-time,E002,Q6
48,6,High School,Clerk,3581,Jeddah,Full-time,E012,Q5
20,1,Diploma,Receptionist,7876,Dammam,Full-time,E009,Q8
51,23,Bachelor,Marketing Specialist,0,Dammam,Full-time,E003,Q2
25,36,Bachelor,Designer,19230,Dammam,Part-time,E010,Q3
50,22,Master,Data Scientist,0,Jeddah,Full-time,E011,Q4
30,5,High School,Waiter,5695,Riyadh,Full-time,E001,Q2
50,6,PhD,Scientist,25764,Riyadh,Part-time,E005,Q2
49,27,Master,Project Manager,36314,Dammam,Full-time,E012,Q4
38,4,PhD,Department Head,55995,Jeddah,Part-time,E011,Q8
47,18,High School,Security Guard,7278,Riyadh,Part-time,E006,Q2
39,17,Master,Researcher,38478,Dammam,Self-employed,E012,Q5
28,7,PhD,Senior Researcher,54433,Jeddah,Full-time,E012,Q8
44,12,High School,Professor,63611,Jeddah,Part-time,E001,Q2
22,12,Bachelor,Teacher,19592,Dammam,Student,E014,Q4
30,5,Master,Financial Analyst,34587,Riyadh,Part-time,E001,Q4
30,5,Diploma,Receptionist,7619,Jeddah,Part-time,E001,Q7
29,49,Master,Researcher,33323,Dammam,Full-time,E001,Q6
43,10,Bachelor,Software Developer,17435,Riyadh,Full-time,E007,Q1
34,8,High School,Security Guard,32003,Riyadh,Unemployed,E005,Q8
36,6,PhD,Security Guard,3002,Dammam,Full-time,E006,Q2
39,7,PhD,Senior Researcher,66283,Dammam,Full-time,E004,Q4
50,9,Diploma,Technician,0,Jeddah,Self-employed,E004,Q6
30,9,Diploma,Nurse,6150,Jeddah,Self-employed,E012,Q9
24,3,PhD,Senior Researcher,68463,Riyadh,Self-employed,E002,Q10
26,3,Bachelor,HR Officer,12370,Dammam,Full-time,E012,Q2
52,15,PhD,Research Director,59919,Riyadh,Full-time,E003,Q5
22,32,PhD,Professor,76278,Dammam,Full-time,E013,Q8
21,19,High School,Janitor,4051,Jeddah,Student,E006,Q1
19,9,PhD,Senior Researcher,75821,Dammam,Part-time,E013,Q3
36,13,Diploma,Administrative Assistant,6178,Dammam,Self-employed,E009,Q1
35,15,Bachelor,Designer,24639,Dammam,Part-time,E001,Q5
45,16,Master,Data Scientist,34543,Dammam,Full-time,E009,Q2
30,5,High School,Waiter,4782,Jeddah,Full-time,E001,Q2
43,11,High School,Surgeon,49719,Riyadh,Full-time,E013,Q7
37,43,High School,Worker,3683,Dammam,Full-time,E006,Q1
47,4,High School,Clerk,4335,Riyadh,Self-employed,E010,Q2
90,2,High School,Cashier,4788,Jeddah,Full-time,E013,Q5
48,21,PhD,Department Head,68927,Jeddah,Part-time,E011,Q3
50,19,Bachelor,Marketing Specialist,10395,Dammam,Self-employed,E007,Q10
49,9,Bachelor,Marketing Specialist,16666,Dammam,Full-time,E015,Q6
36,4,PhD,Professor,38919,Dammam,Full-time,E002,Q5
34,6,High School,Cashier,3983,Dammam,Part-time,E002,Q4
42,2,Diploma,Administrative Assistant,10204,Riyadh,Full-time,E011,Q7
46,0,Diploma,Technician,8673,Jeddah,Full-time,E002,Q1
40,12,Master,Project Manager,18608,Riyadh,Full-time,E009,Q6
35,13,PhD,Department Head,51937,Jeddah,Full-time,E015,Q2
49,27,Master,Data Scientist,35159,Riyadh,Full-time,E010,Q7
57,6,High School,Research Director,78001,Jeddah,Full-time,E005,Q9
45,27,High School,Waiter,6467,Dammam,Self-employed,E001,Q8
20,0,Diploma,Lab Technician,11820,Jeddah,Full-time,E013,Q8
51,0,PhD,Professor,52276,Dammam,Full-time,E004,Q3
30,5,Diploma,Nurse,8323,Riyadh,Full-time,E001,Q6
30,5,Bachelor,Analyst,19245,Riyadh,Full-time,E001,Q3
32,12,High School,Janitor,7272,Dammam,Self-employed,E006,Q3
26,7,High School,Clerk,7164,Riyadh,Full-time,E007,Q9
43,8,Bachelor,Software Developer,23430,Jeddah,Full-time,E014,Q2
54,5,PhD,Professor,33871,Dammam,Full-time,E014,Q7
24,6,Bachelor,Designer,16067,Dammam,Full-time,E006,Q3
43,7,Master,Project Manager,17415,Dammam,Full-time,E008,Q2
46,15,Bachelor,Accountant,21959,Dammam,Full-time,E001,Q10
40,10,High School,Waiter,4136,Riyadh,Full-time,E011,Q8
20,11,Diploma,Technician,7944,Jeddah,Student,E001,Q2
20,2,High School,Driver,6023,Jeddah,Part-time,E011,Q4
45,12,Master,Financial Analyst,38403,Riyadh,Self-employed,E014,Q10
20,22,High School,Security Guard,7464,Dammam,Student,E002,Q7
47,7,PhD,Scientist,57292,Jeddah,Full-time,E011,Q2
27,0,Master,Financial Analyst,30301,Riyadh,Full-time,E011,Q3
28,2,PhD,Senior Researcher,64497,Jeddah,Full-time,E006,Q8
27,9,Bachelor,Teacher,20808,Dammam,Part-time,E007,Q9
50,8,PhD,Department Head,0,Jeddah,Full-time,E011,Q8
41,16,PhD,Waiter,4333,Jeddah,Full-time,E009,Q1
30,5,PhD,Research Director,66096,Dammam,Self-employed,E001,Q4
38,15,Bachelor,Analyst,14494,Riyadh,Full-time,E008,Q7
31,7,PhD,Research Director,0,Dammam,Full-time,E013,Q1
52,18,PhD,Senior Researcher,58838,Riyadh,Full-time,E002,Q7
37,4,PhD,Scientist,0,Riyadh,Part-time,E009,Q5
33,6,PhD,Research Director,52210,Jeddah,Self-employed,E003,Q10
47,2,Master,Researcher,15915,Dammam,Full-time,E009,Q2
52,17,Bachelor,HR Officer,0,Jeddah,Full-time,E012,Q1
46,19,Bachelor,Teacher,13164,Jeddah,Full-time,E009,Q7
46,5,Bachelor,Teacher,50713,Dammam,Unemployed,E005,Q2
50,5,PhD,Department Head,60251,Jeddah,Self-employed,E007,Q3
40,5,Master,Senior Engineer,29399,Riyadh,Full-time,E002,Q1
41,8,Diploma,Lab Technician,7954,Riyadh,Self-employed,E014,Q9
24,5,Bachelor,Accountant,18301,Dammam,Full-time,E015,Q4
21,1,Diploma,Nurse,11147,Riyadh,Full-time,E014,Q5
27,2,High School,Surgeon,55470,Jeddah,Full-time,E006,Q7
48,26,High School,Janitor,6255,Riyadh,Full-time,E005,Q2
48,8,High School,Waiter,7284,Riyadh,Full-time,E014,Q1
45,16,Bachelor,Accountant,0,Riyadh,Full-time,E015,Q5
44,13,High School,Clerk,4919,Jeddah,Self-employed,E015,Q9
25,6,Master,Researcher,30542,Riyadh,Full-time,E015,Q5
22,6,PhD,Professor,71606,Riyadh,Full-time,E014,Q6
18,22,High School,Janitor,6190,Dammam,Student,E008,Q1
74,21,Bachelor,Accountant,14182,Jeddah,Full-time,E013,Q3
52,4,Master,Data Scientist,34540,Jeddah,Full-time,E013,Q10
31,9,Bachelor,HR Officer,17303,Jeddah,Self-employed,E004,Q9
91,23,Bachelor,HR Officer,20303,Jeddah,Full-time,E014,Q9
23,0,Bachelor,Marketing Specialist,9624,Dammam,Full-time,E013,Q1
36,9,Bachelor,Marketing Specialist,84716,Dammam,Unemployed,E001,Q7
44,14,High School,Surgeon,53464,Dammam,Part-time,E004,Q2
25,5,Diploma,Nurse,10436,Jeddah,Full-time,E005,Q5
30,5,PhD,Research Director,0,Dammam,Full-time,E010,Q6
28,8,High School,Cashier,3862,Jeddah,Full-time,E013,Q7
50,11,PhD,Senior Researcher,46309,Riyadh,Full-time,E002,Q8
51,28,PhD,Research Director,31750,Jeddah,Self-employed,E001,Q4
43,6,Master,Researcher,25556,Jeddah,Full-time,E002,Q9
47,27,High School,Waiter,7214,Riyadh,Full-time,E011,Q5
28,7,Bachelor,Accountant,14798,Jeddah,Part-time,E012,Q6
39,8,Bachelor,Software Developer,20608,Jeddah,Full-time,E002,Q9
55,17,PhD,Scientist,45858,Dammam,Part-time,E009,Q1
30,11,Master,Project Manager,34155,Riyadh,Full-time,E003,Q1
48,13,Bachelor,Marketing Specialist,17315,Dammam,Full-time,E008,Q8
18,0,High School,Worker,4248,Dammam,Full-time,E008,Q4
16,13,High School,Cashier,6292,Jeddah,Full-time,E003,Q6
33,6,Diploma,Lab Technician,6681,Riyadh,Part-time,E011,Q6
36,10,PhD,Professor,62360,Riyadh,Full-time,E014,Q10
50,8,Bachelor,HR Officer,8739,Riyadh,Full-time,E013,Q2
35,17,High School,Cashier,79840,Jeddah,Unemployed,E009,Q6
49,68,PhD,Professor,64203,Dammam,Full-time,E005,Q5
33,7,High School,Security Guard,7652,Riyadh,Full-time,E004,Q8
29,5,PhD,Department Head,64704,Riyadh,Unemployed,E002,Q9
44,24,PhD,Cashier,6106,Dammam,Full-time,E011,Q7
50,62,PhD,Research Director,26333,Dammam,Full-time,E007,Q5
38,13,Diploma,Receptionist,7586,Jeddah,Part-time,E005,Q4
26,7,PhD,Cashier,4687,Jeddah,Full-time,E006,Q5
78,23,Master,Data Scientist,21132,Riyadh,Self-employed,E010,Q7
45,14,Bachelor,Accountant,0,Dammam,Full-time,E014,Q6
18,14,Bachelor,Analyst,24633,Riyadh,Student,E010,Q6
25,6,Bachelor,Analyst,10753,Dammam,Part-time,E006,Q5
54,16,Master,Consultant,18901,Dammam,Full-time,E001,Q1
31,1,PhD,Security Guard,3560,Dammam,Full-time,E011,Q3
31,7,PhD,Department Head,53041,Riyadh,Part-time,E006,Q8
30,5,PhD,Research Director,67788,Riyadh,Part-time,E001,Q7
25,1,Master,Consultant,25368,Riyadh,Full-time,E005,Q5
30,5,Master,Consultant,19426,Jeddah,Full-time,E001,Q1
37,14,Bachelor,Analyst,9957,Jeddah,Full-time,E009,Q4
51,8,Master,Consultant,21226,Dammam,Full-time,E003,Q10
26,4,High School,Janitor,6052,Jeddah,Full-time,E011,Q6
23,2,PhD,Cashier,6103,Dammam,Full-time,E003,Q4
19,21,PhD,Professor,59315,Dammam,Full-time,E005,Q6
49,8,Master,Financial Analyst,56071,Dammam,Unemployed,E006,Q1
37,3,PhD,Scientist,38095,Riyadh,Full-time,E008,Q6
34,0,Diploma,Lab Technician,10004,Jeddah,Full-time,E015,Q1
37,7,High School,Cashier,5344,Riyadh,Full-time,E004,Q1
54,25,PhD,Department Head,41202,Dammam,Full-time,E007,Q1
39,21,High School,Cashier,7261,Riyadh,Full-time,E007,Q10
58,14,PhD,Scientist,51409,Jeddah,Self-employed,E015,Q2
37,4,Diploma,Professor,68741,Jeddah,Full-time,E002,Q10
33,11,Diploma,Receptionist,11798,Riyadh,Full-time,E008,Q3
42,5,Diploma,Technician,10796,Dammam,Full-time,E001,Q7
47,13,Diploma,Nurse,7637,Jeddah,Full-time,E012,Q1
28,7,Bachelor,Software Developer,9154,Jeddah,Self-employed,E001,Q6
39,13,Diploma,Lab Technician,10647,Dammam,Part-time,E014,Q3
45,20,PhD,Department Head,29359,Jeddah,Full-time,E007,Q4
52,32,Bachelor,HR Officer,65664,Riyadh,Unemployed,E010,Q9
46,2,Diploma,Receptionist,7525,Dammam,Full-time,E004,Q1
27,7,High School,Driver,7130,Dammam,Full-time,E001,Q7
15,19,PhD,Senior Researcher,58362,Riyadh,Full-time,E011,Q4
46,11,Bachelor,Marketing Specialist,18377,Riyadh,Self-employed,E014,Q6
13,8,Bachelor,Analyst,16030,Dammam,Self-employed,E003,Q10
29,3,High School,Janitor,4836,Jeddah,Full-time,E002,Q6
32,1,Bachelor,Analyst,23804,Riyadh,Self-employed,E007,Q8
34,7,High School,Janitor,5168,Jeddah,Full-time,E007,Q6
30,3,High School,Research Director,68364,Dammam,Full-time,E001,Q8
27,9,Diploma,Receptionist,10427,Dammam,Full-time,E003,Q3
45,14,Diploma,Technician,8030,Jeddah,Full-time,E001,Q2
28,7,PhD,Department Head,68039,Dammam,Self-employed,E013,Q1
52,1,Bachelor,Marketing Specialist,20624,Dammam,Full-time,E014,Q5
35,9,High School,Clerk,4946,Dammam,Part-time,E009,Q9
73,12,Bachelor,Software Developer,19842,Riyadh,Full-time,E001,Q9
34,5,Master,Financial Analyst,30272,Riyadh,Full-time,E008,Q4
50,29,PhD,Senior Researcher,69115,Jeddah,Self-employed,E014,Q4
45,21,High School,Research Director,66874,Riyadh,Self-employed,E011,Q7
30,9,Diploma,Administrative Assistant,11032,Riyadh,Full-time,E003,Q1
34,16,High School,Research Director,63459,Riyadh,Full-time,E008,Q6
30,5,Bachelor,Analyst,8778,Riyadh,Full-time,E001,Q10
41,8,Bachelor,HR Officer,11424,Jeddah,Full-time,E006,Q1
36,16,Bachelor,Analyst,12713,Dammam,Full-time,E013,Q7
19,10,High School,Security Guard,7637,Jeddah,Student,E007,Q5
49,23,PhD,Professor,27889,Riyadh,Full-time,E007,Q4
38,6,PhD,Department Head,67347,Dammam,Part-time,E004,Q4
15,6,PhD,Department Head,27090,Jeddah,Full-time,E003,Q10
22,5,PhD,Senior Researcher,58321,Dammam,Part-time,E014,Q7
42,24,PhD,Department Head,68001,Riyadh,Unemployed,E010,Q4
52,6,PhD,Professor,49685,Jeddah,Full-time,E005,Q4
45,23,Diploma,Receptionist,10025,Jeddah,Full-time,E006,Q5
19,22,PhD,Professor,64532,Dammam,Part-time,E006,Q1
30,5,High School,Waiter,7941,Riyadh,Self-employed,E001,Q10
39,20,High School,Waiter,7820,Riyadh,Full-time,E014,Q5
34,15,PhD,Professor,37500,Dammam,Full-time,E014,Q3
40,20,Bachelor,Teacher,9426,Dammam,Full-time,E004,Q1
35,5,Bachelor,Accountant,19143,Riyadh,Full-time,E001,Q4
21,23,Master,Senior Engineer,31469,Riyadh,Student,E004,Q4
24,34,Diploma,Nurse,11263,Dammam,Full-time,E002,Q7
93,11,Master,Data Scientist,20991,Dammam,Self-employed,E015,Q10
20,10,Diploma,Nurse,8461,Dammam,Student,E013,Q5
18,12,PhD,Professor,66307,Jeddah,Full-time,E015,Q9
28,37,PhD,Department Head,32286,Dammam,Self-employed,E009,Q10
14,2,High School,Clerk,4825,Riyadh,Full-time,E005,Q8
45,1,PhD,Research Director,37305,Dammam,Self-employed,E012,Q9
25,33,High School,Janitor,5915,Jeddah,Full-time,E005,Q2
55,27,High School,Scientist,49874,Dammam,Full-time,E003,Q8
55,16,Master,Data Scientist,17742,Riyadh,Part-time,E007,Q8
50,28,Bachelor,Analyst,16549,Jeddah,Self-employed,E015,Q6
40,11,High School,Janitor,4266,Riyadh,Full-time,E001,Q7
37,0,Bachelor,Marketing Specialist,18089,Riyadh,Full-time,E008,Q8
28,9,PhD,Scientist,35628,Dammam,Part-time,E004,Q2
44,19,PhD,Senior Researcher,37294,Jeddah,Full-time,E015,Q4
40,17,Diploma,Technician,0,Dammam,Self-employed,E002,Q10
15,5,Master,Financial Analyst,20996,Dammam,Self-employed,E012,Q7
41,22,Diploma,Receptionist,5636,Jeddah,Part-time,E006,Q4
45,19,PhD,Department Head,62916,Riyadh,Full-time,E004,Q5
24,3,High School,Driver,4488,Riyadh,Full-time,E012,Q2
33,5,Bachelor,Teacher,19363,Riyadh,Full-time,E007,Q8
21,2,High School,Security Guard,5840,Jeddah,Self-employed,E004,Q3
42,13,PhD,Security Guard,6674,Riyadh,Self-employed,E002,Q5
24,0,High School,Worker,4607,Jeddah,Full-time,E008,Q5
30,45,Diploma,Lab Technician,11519,Jeddah,Full-time,E012,Q9
46,26,Diploma,Administrative Assistant,5569,Riyadh,Full-time,E006,Q4
41,20,PhD,Professor,47665,Dammam,Full-time,E009,Q2
30,7,PhD,Janitor,5898,Dammam,Self-employed,E014,Q8
45,0,Diploma,Research Director,67825,Dammam,Full-time,E006,Q8
47,25,Bachelor,Designer,12842,Riyadh,Full-time,E005,Q4
18,12,PhD,Senior Researcher,77429,Dammam,Full-time,E012,Q8
19,5,PhD,Professor,65884,Riyadh,Self-employed,E012,Q3
30,5,Diploma,Receptionist,6348,Riyadh,Full-time,E001,Q2
35,0,High School,Waiter,3018,Jeddah,Full-time,E008,Q10
37,19,Diploma,Administrative Assistant,5871,Dammam,Full-time,E006,Q5
27,1,Master,Financial Analyst,28976,Riyadh,Full-time,E010,Q10
12,5,Master,Project Manager,28318,Riyadh,Full-time,E001,Q5
34,5,Master,Project Manager,20706,Riyadh,Full-time,E004,Q10
30,5,PhD,Professor,48371,Jeddah,Full-time,E001,Q3
30,5,Master,Financial Analyst,25126,Dammam,Full-time,E001,Q1
45,1,PhD,Scientist,38522,Riyadh,Self-employed,E013,Q5
32,5,Master,Data Scientist,36296,Dammam,Full-time,E011,Q2
19,0,High School,Janitor,4781,Riyadh,Full-time,E003,Q10
28,6,PhD,Professor,0,Riyadh,Full-time,E002,Q1
30,9,Bachelor,Software Developer,16430,Dammam,Full-time,E004,Q10
50,2,Diploma,Lab Technician,9482,Riyadh,Full-time,E006,Q5
15,6,Diploma,Receptionist,10371,Riyadh,Self-employed,E012,Q6
24,1,PhD,Senior Researcher,55729,Jeddah,Part-time,E015,Q8
34,6,Diploma,Lab Technician,7860,Jeddah,Part-time,E004,Q9
48,26,Master,Data Scientist,25994,Dammam,Full-time,E002,Q8
18,0,High School,Waiter,5900,Dammam,Full-time,E003,Q3
22,0,High School,Cashier,7081,Jeddah,Part-time,E003,Q8
49,7,PhD,Department Head,33576,Jeddah,Part-time,E012,Q2
40,14,High School,Cashier,4352,Jeddah,Full-time,E009,Q3
32,38,PhD,Scientist,41111,Riyadh,Full-time,E007,Q9
43,17,Diploma,Lab Technician,31898,Dammam,Unemployed,E007,Q7
25,1,Bachelor,Teacher,24598,Dammam,Full-time,E001,Q3
19,10,PhD,Senior Researcher,63004,Jeddah,Part-time,E010,Q8
29,9,Diploma,Nurse,10374,Jeddah,Full-time,E002,Q3
24,22,PhD,Senior Researcher,58190,Jeddah,Part-time,E015,Q8
55,31,Master,Data Scientist,37552,Jeddah,Full-time,E010,Q3
32,14,High School,Driver,5422,Jeddah,Self-employed,E013,Q9
28,2,PhD,Scientist,55240,Riyadh,Part-time,E008,Q2
50,4,Bachelor,Analyst,10984,Dammam,Full-time,E010,Q2
44,14,High School,Cashier,4300,Riyadh,Full-time,E015,Q8
21,20,High School,Clerk,4078,Jeddah,Student,E014,Q7
38,10,Master,Senior Engineer,22413,Jeddah,Full-time,E006,Q10
33,43,Diploma,Receptionist,5121,Dammam,Full-time,E003,Q8
47,12,Master,Researcher,27786,Dammam,Part-time,E007,Q7
20,2,PhD,Senior Researcher,55303,Jeddah,Full-time,E012,Q6
48,30,Master,Data Scientist,25651,Dammam,Self-employed,E006,Q8
45,20,Diploma,Receptionist,6021,Jeddah,Full-time,E006,Q5
34,1,Master,Consultant,16588,Dammam,Full-time,E001,Q9
94,23,Master,Senior Engineer,36328,Dammam,Full-time,E012,Q2
15,4,Diploma,Lab Technician,6709,Jeddah,Full-time,E014,Q6
38,14,PhD,Research Director,45357,Dammam,Full-time,E011,Q10
38,5,High School,Worker,4867,Dammam,Self-employed,E012,Q3
37,0,High School,Clerk,6198,Jeddah,Full-time,E004,Q8
37,2,Bachelor,Marketing Specialist,22650,Jeddah,Self-employed,E003,Q9
24,2,High School,Janitor,3492,Riyadh,Full-time,E008,Q6
20,0,PhD,Senior Researcher,56630,Dammam,Full-time,E010,Q7
50,12,PhD,Scientist,51929,Riyadh,Part-time,E013,Q8
33,15,Master,Senior Engineer,25712,Dammam,Full-time,E009,Q7
23,5,PhD,Waiter,6467,Riyadh,Full-time,E006,Q2
42,7,PhD,Professor,34804,Jeddah,Full-time,E002,Q1
42,9,Bachelor,Teacher,0,Jeddah,Full-time,E005,Q8
32,11,Diploma,Technician,8880,Jeddah,Full-time,E004,Q7
21,4,PhD,Senior Researcher,59525,Dammam,Part-time,E004,Q5
33,3,Bachelor,Marketing Specialist,11341,Dammam,Full-time,E006,Q3
45,19,Diploma,Professor,62346,Dammam,Full-time,E007,Q7
39,3,Master,Project Manager,27464,Riyadh,Full-time,E013,Q8
33,0,Master,Senior Engineer,23363,Dammam,Full-time,E015,Q3
19,4,PhD,Professor,75463,Jeddah,Part-time,E002,Q9
25,4,Diploma,Receptionist,5519,Dammam,Full-time,E011,Q4
50,7,Bachelor,Designer,13524,Riyadh,Full-time,E007,Q9
52,6,Diploma,Surgeon,52015,Jeddah,Full-time,E005,Q7
27,2,Master,Consultant,27106,Jeddah,Full-time,E003,Q3
81,20,Diploma,Administrative Assistant,9842,Jeddah,Part-time,E006,Q7
30,5,Diploma,Administrative Assistant,7473,Riyadh,Full-time,E001,Q6
36,16,Master,Project Manager,30832,Riyadh,Full-time,E006,Q7
29,2,High School,Worker,7881,Jeddah,Part-time,E003,Q3
40,11,PhD,Department Head,29487,Jeddah,Full-time,E005,Q7
14,10,Diploma,Administrative Assistant,8160,Jeddah,Full-time,E005,Q6
25,5,Diploma,Lab Technician,6223,Jeddah,Part-time,E003,Q5
26,2,Bachelor,Designer,17268,Jeddah,Full-time,E007,Q7
36,4,High School,Cashier,4554,Riyadh,Part-time,E004,Q3
45,19,Bachelor,Marketing Specialist,22255,Riyadh,Part-time,E007,Q10
39,19,Master,Data Scientist,39311,Riyadh,Full-time,E001,Q3
23,3,High School,Security Guard,4721,Riyadh,Full-time,E006,Q9
29,9,Bachelor,HR Officer,21928,Jeddah,Part-time,E003,Q8
49,16,PhD,Senior Researcher,65312,Jeddah,Full-time,E003,Q6
91,16,Master,Consultant,29601,Riyadh,Full-time,E010,Q8
17,11,Master,Financial Analyst,24782,Dammam,Full-time,E001,Q10
31,10,High School,Cashier,5238,Jeddah,Full-time,E013,Q8
